movieId,title,genres,cluster
208,Waterworld (1995),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'S', 'c', 'i', '-', 'F', 'i']",8
210,Wild Bill (1995),"['W', 'e', 's', 't', 'e', 'r', 'n']",8
211,"Browning Version, The (1994)","['D', 'r', 'a', 'm', 'a']",3
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),"['D', 'r', 'a', 'm', 'a']",6
214,Before the Rain (Pred dozhdot) (1994),"['D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",2
215,Before Sunrise (1995),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
216,Billy Madison (1995),"['C', 'o', 'm', 'e', 'd', 'y']",3
217,"Babysitter, The (1995)","['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
218,Boys on the Side (1995),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",0
219,"Cure, The (1995)","['D', 'r', 'a', 'm', 'a']",0
220,Castle Freak (1995),"['H', 'o', 'r', 'r', 'o', 'r']",0
222,Circle of Friends (1995),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",8
223,Clerks (1994),"['C', 'o', 'm', 'e', 'd', 'y']",8
224,Don Juan DeMarco (1995),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",3
225,Disclosure (1994),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
227,Drop Zone (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
228,Destiny Turns on the Radio (1995),"['C', 'o', 'm', 'e', 'd', 'y']",2
229,Death and the Maiden (1994),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
230,Dolores Claiborne (1995),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
231,Dumb & Dumber (Dumb and Dumber) (1994),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'o', 'm', 'e', 'd', 'y']",2
232,Eat Drink Man Woman (Yin shi nan nu) (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",5
233,Exotica (1994),"['D', 'r', 'a', 'm', 'a']",8
234,Exit to Eden (1994),"['C', 'o', 'm', 'e', 'd', 'y']",7
235,Ed Wood (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",7
236,French Kiss (1995),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
237,Forget Paris (1995),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
239,"Goofy Movie, A (1995)","['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",5
240,Hideaway (1995),"['T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",0
241,Fluke (1995),"['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'D', 'r', 'a', 'm', 'a']",0
242,Farinelli: il castrato (1994),"['D', 'r', 'a', 'm', 'a', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",6
243,Gordy (1995),"['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",7
244,Gumby: The Movie (1995),"['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n']",8
245,The Glass Shield (1994),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",7
246,Hoop Dreams (1994),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",8
247,Heavenly Creatures (1994),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",2
248,Houseguest (1994),"['C', 'o', 'm', 'e', 'd', 'y']",9
249,Immortal Beloved (1994),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",9
250,Heavyweights (Heavy Weights) (1995),"['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",4
251,"Hunted, The (1995)","['A', 'c', 't', 'i', 'o', 'n']",0
252,I.Q. (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",6
253,Interview with the Vampire: The Vampire Chronicles (1994),"['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r']",7
256,Junior (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'S', 'c', 'i', '-', 'F', 'i']",8
257,Just Cause (1995),"['M', 'y', 's', 't', 'e', 'r', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
258,"Kid in King Arthur's Court, A (1995)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'F', 'a', 'n', 't', 'a', 's', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",8
259,Kiss of Death (1995),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",3
260,Star Wars: Episode IV - A New Hope (1977),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'S', 'c', 'i', '-', 'F', 'i']",9
261,Little Women (1994),"['D', 'r', 'a', 'm', 'a']",7
262,"Little Princess, A (1995)","['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'D', 'r', 'a', 'm', 'a']",1
263,Ladybird Ladybird (1994),"['D', 'r', 'a', 'm', 'a']",2
264,"Enfer, L' (1994)","['D', 'r', 'a', 'm', 'a']",7
265,Like Water for Chocolate (Como agua para chocolate) (1992),"['D', 'r', 'a', 'm', 'a', '|', 'F', 'a', 'n', 't', 'a', 's', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",7
266,Legends of the Fall (1994),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'W', 'a', 'r', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",7
267,Major Payne (1995),"['C', 'o', 'm', 'e', 'd', 'y']",2
270,Love Affair (1994),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",7
271,Losing Isaiah (1995),"['D', 'r', 'a', 'm', 'a']",2
272,"Madness of King George, The (1994)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",2
273,Mary Shelley's Frankenstein (Frankenstein) (1994),"['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i']",7
274,Man of the House (1995),"['C', 'o', 'm', 'e', 'd', 'y']",7
275,Mixed Nuts (1994),"['C', 'o', 'm', 'e', 'd', 'y']",7
276,Milk Money (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
277,Miracle on 34th Street (1994),"['D', 'r', 'a', 'm', 'a']",7
279,My Family (1995),"['D', 'r', 'a', 'm', 'a']",7
280,Murder in the First (1995),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
281,Nobody's Fool (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
282,Nell (1994),"['D', 'r', 'a', 'm', 'a']",7
283,New Jersey Drive (1995),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",2
286,Nemesis 2: Nebula (1995),"['A', 'c', 't', 'i', 'o', 'n', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
288,Natural Born Killers (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
289,Only You (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
290,Once Were Warriors (1994),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",7
291,Poison Ivy II (1996),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
292,Outbreak (1995),"['A', 'c', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
296,Pulp Fiction (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
298,Pushing Hands (Tui shou) (1992),"['D', 'r', 'a', 'm', 'a']",7
299,Priest (1994),"['D', 'r', 'a', 'm', 'a']",7
300,Quiz Show (1994),"['D', 'r', 'a', 'm', 'a']",2
301,Picture Bride (Bijo photo) (1994),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
302,"Queen Margot (Reine Margot, La) (1994)","['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",7
303,"Quick and the Dead, The (1995)","['A', 'c', 't', 'i', 'o', 'n', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",2
305,Ready to Wear (Pret-A-Porter) (1994),"['C', 'o', 'm', 'e', 'd', 'y']",2
306,Three Colors: Red (Trois couleurs: Rouge) (1994),"['D', 'r', 'a', 'm', 'a']",7
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),"['D', 'r', 'a', 'm', 'a']",2
308,Three Colors: White (Trzy kolory: Bialy) (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",2
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)","['D', 'r', 'a', 'm', 'a']",7
312,Stuart Saves His Family (1995),"['C', 'o', 'm', 'e', 'd', 'y']",7
313,"Swan Princess, The (1994)","['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n']",7
314,"Secret of Roan Inish, The (1994)","['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'F', 'a', 'n', 't', 'a', 's', 'y', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",7
315,"Specialist, The (1994)","['A', 'c', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
316,Stargate (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'S', 'c', 'i', '-', 'F', 'i']",7
317,"Santa Clause, The (1994)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",2
318,"Shawshank Redemption, The (1994)","['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",2
319,Shallow Grave (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
320,Suture (1993),"['F', 'i', 'l', 'm', '-', 'N', 'o', 'i', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
321,Strawberry and Chocolate (Fresa y chocolate) (1993),"['D', 'r', 'a', 'm', 'a']",2
322,Swimming with Sharks (1995),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",2
324,"Sum of Us, The (1994)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",2
325,National Lampoon's Senior Trip (1995),"['C', 'o', 'm', 'e', 'd', 'y']",7
326,To Live (Huozhe) (1994),"['D', 'r', 'a', 'm', 'a']",2
327,Tank Girl (1995),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'S', 'c', 'i', '-', 'F', 'i']",2
328,Tales from the Crypt Presents: Demon Knight (1995),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
329,Star Trek: Generations (1994),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'S', 'c', 'i', '-', 'F', 'i']",7
330,Tales from the Hood (1995),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'H', 'o', 'r', 'r', 'o', 'r']",7
331,Tom & Viv (1994),"['D', 'r', 'a', 'm', 'a']",7
332,Village of the Damned (1995),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i']",7
333,Tommy Boy (1995),"['C', 'o', 'm', 'e', 'd', 'y']",2
334,Vanya on 42nd Street (1994),"['D', 'r', 'a', 'm', 'a']",2
335,Underneath (1995),"['M', 'y', 's', 't', 'e', 'r', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
337,What's Eating Gilbert Grape (1993),"['D', 'r', 'a', 'm', 'a']",2
338,Virtuosity (1995),"['A', 'c', 't', 'i', 'o', 'n', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
339,While You Were Sleeping (1995),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
340,"War, The (1994)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",2
341,Double Happiness (1994),"['D', 'r', 'a', 'm', 'a']",2
342,Muriel's Wedding (1994),"['C', 'o', 'm', 'e', 'd', 'y']",2
344,Ace Ventura: Pet Detective (1994),"['C', 'o', 'm', 'e', 'd', 'y']",2
345,"Adventures of Priscilla, Queen of the Desert, The (1994)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",7
346,Backbeat (1993),"['D', 'r', 'a', 'm', 'a', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",7
347,Bitter Moon (1992),"['D', 'r', 'a', 'm', 'a', '|', 'F', 'i', 'l', 'm', '-', 'N', 'o', 'i', 'r', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",7
348,Bullets Over Broadway (1994),"['C', 'o', 'm', 'e', 'd', 'y']",2
349,Clear and Present Danger (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
350,"Client, The (1994)","['D', 'r', 'a', 'm', 'a', '|', 'M', 'y', 's', 't', 'e', 'r', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
351,"Corrina, Corrina (1994)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
352,Crooklyn (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",7
353,"Crow, The (1994)","['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'F', 'a', 'n', 't', 'a', 's', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
354,Cobb (1994),"['D', 'r', 'a', 'm', 'a']",7
355,"Flintstones, The (1994)","['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",7
356,Forrest Gump (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'W', 'a', 'r']",7
357,Four Weddings and a Funeral (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",7
358,Higher Learning (1995),"['D', 'r', 'a', 'm', 'a']",7
360,I Love Trouble (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",7
361,It Could Happen to You (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",7
362,"Jungle Book, The (1994)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",7
364,"Lion King, The (1994)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l', '|', 'I', 'M', 'A', 'X']",2
365,Little Buddha (1993),"['D', 'r', 'a', 'm', 'a']",7
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)","['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'M', 'y', 's', 't', 'e', 'r', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
367,"Mask, The (1994)","['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'C', 'r', 'i', 'm', 'e', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",2
368,Maverick (1994),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",7
369,Mrs. Parker and the Vicious Circle (1994),"['D', 'r', 'a', 'm', 'a']",7
370,Naked Gun 33 1/3: The Final Insult (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",2
371,"Paper, The (1994)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",2
372,Reality Bites (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
373,Red Rock West (1992),"['T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
374,Richie Rich (1994),"['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",2
376,"River Wild, The (1994)","['A', 'c', 't', 'i', 'o', 'n', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
377,Speed (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
378,Speechless (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
379,Timecop (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
380,True Lies (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
381,When a Man Loves a Woman (1994),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",7
382,Wolf (1994),"['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
383,Wyatt Earp (1994),"['W', 'e', 's', 't', 'e', 'r', 'n']",7
384,Bad Company (1995),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",2
387,"Low Down Dirty Shame, A (1994)","['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",2
388,Boys Life (1995),"['D', 'r', 'a', 'm', 'a']",2
389,"Colonel Chabert, Le (1994)","['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'W', 'a', 'r']",2
390,Faster Pussycat! Kill! Kill! (1965),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",7
391,Jason's Lyric (1994),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",2
392,"Secret Adventures of Tom Thumb, The (1993)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n']",2
393,Street Fighter (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",7
394,Coldblooded (1995),"['C', 'o', 'm', 'e', 'd', 'y']",7
395,Desert Winds (1995),"['D', 'r', 'a', 'm', 'a', '|', 'F', 'a', 'n', 't', 'a', 's', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",7
404,Brother Minister: The Assassination of Malcolm X (1994),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",2
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",2
407,In the Mouth of Madness (1995),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
408,8 Seconds (1994),"['D', 'r', 'a', 'm', 'a']",2
410,Addams Family Values (1993),"['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",2
412,"Age of Innocence, The (1993)","['D', 'r', 'a', 'm', 'a']",2
413,Airheads (1994),"['C', 'o', 'm', 'e', 'd', 'y']",2
414,"Air Up There, The (1994)","['C', 'o', 'm', 'e', 'd', 'y']",2
415,Another Stakeout (1993),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
416,Bad Girls (1994),"['W', 'e', 's', 't', 'e', 'r', 'n']",2
417,Barcelona (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",7
419,"Beverly Hillbillies, The (1993)","['C', 'o', 'm', 'e', 'd', 'y']",7
420,Beverly Hills Cop III (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'C', 'r', 'i', 'm', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
421,Black Beauty (1994),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'D', 'r', 'a', 'm', 'a']",2
422,Blink (1994),"['T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
423,Blown Away (1994),"['A', 'c', 't', 'i', 'o', 'n', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
424,Blue Chips (1994),"['D', 'r', 'a', 'm', 'a']",2
425,Blue Sky (1994),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
426,Body Snatchers (1993),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
427,Boxing Helena (1993),"['D', 'r', 'a', 'm', 'a', '|', 'M', 'y', 's', 't', 'e', 'r', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
428,"Bronx Tale, A (1993)","['D', 'r', 'a', 'm', 'a']",2
430,Calendar Girl (1993),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",2
431,Carlito's Way (1993),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",2
432,City Slickers II: The Legend of Curly's Gold (1994),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",7
433,Clean Slate (1994),"['C', 'o', 'm', 'e', 'd', 'y']",2
434,Cliffhanger (1993),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
435,Coneheads (1993),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'S', 'c', 'i', '-', 'F', 'i']",2
